"SECURITY","RemoveCAMIDAssociationFromGroup","RemoveCAMIDAssociationFromGroup(GroupName, CAMID);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_remove_camid_association_from_group.html"
"SECURITY","RemoveClientFromGroup","RemoveClientFromGroup(ClientName, GroupName);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_removeclientfromgroup.html#tm1_ref_tifun_removeclientfromgroup"
"SECURITY","SecurityOverlayCreateGlobalDefault","SecurityOverlayCreateGlobalDefault (CubeName, DimensionMap)","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_SecurityOverlayCreateGlobalDefault.html"
"SECURITY","SecurityOverlayDestroyGlobalDefault","SecurityOverlayDestroyGlobalDefault (Cube)","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_SecurityOverlayDestroyGlobalDefault.html"
"SECURITY","SecurityOverlayGlobalLockNode","SecurityOverlayGlobalLockNode(bLock, Cube, Address, [AddressDelimiter]))","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_SecurityOverlayGlobalLockNode.html"
"SECURITY","SecurityRefresh","SecurityRefresh;","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_securityrefresh.html#tm1_ref_tifun_securityrefresh"

#Server
#Subset

"VIEW","PublishView","PublishView(Cube, View, PublishPrivateSubsets, OverwriteExistingView);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_publishview.html#tm1_ref_tifun_publishview"
"VIEW","ViewColumnDimensionSet","ViewColumnDimensionSet(CubeName, ViewName, DimName, StackPosition);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_viewcolumndimensionset.html#tm1_ref_tifun_viewcolumndimensionset"
"VIEW","ViewConstruct","ViewConstruct(CubeName, ViewName);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_viewconstruct.html#tm1_ref_tifun_viewconstruct"
"VIEW","ViewCreate","ViewCreate(Cube, ViewName);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_viewcreate.html#tm1_ref_tifun_viewcreate"
"VIEW","ViewDestroy","ViewDestroy(Cube, ViewName);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_viewdestroy.html#tm1_ref_tifun_viewdestroy"
"VIEW","ViewExists","ViewExists(CubeName, ViewName);","https://www.ibm.com/support/knowledgecenter/SS9RXT_10.2.2/com.ibm.swg.ba.cognos.tm1_ref.10.2.2.doc/r_tm1_ref_tifun_viewexists.html#tm1_ref_tifun_viewexists"
